SexInsured,Female,VehicleType,PC,Clm_Count,Exp_weights,LNWEIGHT,NCD,AgeCat,AutoAge0,AutoAge1,AutoAge2,AutoAge,VAgeCat,VAgecat1
M,0,A,1,0,0.125941136,-2.071940654,10,3,1,0,0,1,0,2
M,0,A,1,0,0.955509925,-0.045510128,40,5,1,0,0,1,0,2
M,0,A,1,0,0.971937029,-0.028464261,0,4,1,0,0,1,0,2
M,0,A,1,0,0.262833676,-1.336233859,0,4,1,0,0,1,0,2
M,0,A,1,1,0.602327173,-0.506954504,0,2,1,0,0,1,0,2
M,0,A,1,0,0.298425736,-1.209234168,0,2,1,0,0,1,0,2
M,0,A,1,0,0.999315537,-0.000684697,20,4,1,0,0,1,0,2
M,0,A,1,0,0.999315537,-0.000684697,50,6,1,0,0,1,0,2
F,1,A,1,0,0.364134155,-1.010232922,10,2,1,0,0,1,0,2
M,0,A,1,0,0.503764545,-0.685646293,20,3,1,0,0,1,0,2
F,1,A,1,3,0.963723477,-0.036950875,0,3,1,0,0,1,0,2
F,1,A,1,0,0.999315537,-0.000684697,10,4,1,0,0,1,0,2
M,0,A,1,0,0.506502396,-0.680226226,10,4,1,0,0,1,0,2
M,0,A,1,0,0.320328542,-1.138408116,10,4,1,0,0,1,0,2
M,0,A,1,0,0.955509925,-0.045510128,40,5,1,0,0,1,0,2
M,0,A,1,0,0.503764545,-0.685646293,0,4,1,0,0,1,0,2
M,0,A,1,0,0.936344969,-0.065771314,10,3,1,0,0,1,0,2
M,0,A,1,1,0.41889117,-0.870144129,30,5,1,0,0,1,0,2
M,0,A,1,0,0.049281314,-3.010210293,30,4,1,0,0,1,0,2
M,0,A,1,0,0.295687885,-1.218450824,0,4,1,0,0,1,0,2
M,0,A,1,0,0.424366872,-0.857156934,0,3,1,0,0,1,0,2
M,0,A,1,0,0.082135524,-2.499384669,40,3,1,0,0,1,0,2
F,1,A,1,0,0.10403833,-2.262995891,30,5,1,0,0,1,0,2
M,0,A,1,0,0.991101985,-0.008937839,0,3,1,0,0,1,0,2
M,0,A,1,0,0.405201917,-0.903369777,0,2,1,0,0,1,0,2
M,0,A,1,0,0.670773443,-0.39932384,30,4,1,0,0,1,0,2
M,0,A,1,0,0.914442163,-0.089441058,50,4,1,0,0,1,0,2
M,0,A,1,0,0.503764545,-0.685646293,0,4,1,0,0,1,0,2
M,0,A,1,0,0.503764545,-0.685646293,40,3,1,0,0,1,0,2
F,1,A,1,0,0.167008898,-1.789708186,20,4,1,0,0,1,0,2
M,0,A,1,0,0.484599589,-0.724432318,0,3,1,0,0,1,0,2
M,0,A,1,0,0.999315537,-0.000684697,50,4,1,0,0,1,0,2
M,0,A,1,0,0.999315537,-0.000684697,40,3,1,0,0,1,0,2
M,0,A,1,0,0.845995893,-0.167240774,50,4,1,0,0,1,0,2
M,0,A,1,0,0.999315537,-0.000684697,40,5,1,0,0,1,0,2
F,1,A,1,0,0.914442163,-0.089441058,50,4,1,0,0,1,0,2
M,0,A,1,0,0.925393566,-0.077536155,50,5,1,0,0,1,0,2
M,0,A,1,0,0.509240246,-0.674835377,0,4,1,0,0,1,0,2
M,0,A,1,0,0.889801506,-0.116756868,50,4,1,0,0,1,0,2
F,1,A,1,0,0.309377139,-1.173194232,40,3,1,0,0,1,0,2
F,1,A,1,0,0.914442163,-0.089441058,40,5,1,0,0,1,0,2
M,0,A,1,0,0.914442163,-0.089441058,50,4,1,0,0,1,0,2
F,1,A,1,0,0.41889117,-0.870144129,10,4,1,0,0,1,0,2
M,0,A,1,0,0.914442163,-0.089441058,40,4,1,0,0,1,0,2
M,0,A,1,1,0.878850103,-0.129140928,50,3,1,0,0,1,0,2
M,0,A,1,0,0.878850103,-0.129140928,40,3,1,0,0,1,0,2
F,1,A,1,0,0.41889117,-0.870144129,30,3,1,0,0,1,0,2
F,1,A,1,0,0.605065024,-0.502419349,0,2,1,0,0,1,0,2
M,0,A,1,0,0.914442163,-0.089441058,40,4,1,0,0,1,0,2
F,1,A,1,0,0.498288843,-0.696575364,10,3,1,0,0,1,0,2
M,0,A,1,0,0.914442163,-0.089441058,20,3,1,0,0,1,0,2
M,0,A,1,0,0.629705681,-0.462502742,0,3,1,0,0,1,0,2
M,0,A,1,0,0.41889117,-0.870144129,50,5,1,0,0,1,0,2
M,0,A,1,0,0.041067762,-3.19253185,20,3,1,0,0,1,0,2
M,0,A,1,0,0.914442163,-0.089441058,30,5,1,0,0,1,0,2
M,0,A,1,1,0.640657084,-0.445260935,50,5,1,0,0,1,0,2
M,0,A,1,0,0.914442163,-0.089441058,40,4,1,0,0,1,0,2
F,1,A,1,0,0.536618754,-0.622467391,10,4,1,0,0,1,0,2
M,0,A,1,0,0.542094456,-0.61231502,50,4,1,0,0,1,0,2
M,0,A,1,0,0.971937029,-0.028464261,0,4,1,0,0,1,0,2
M,0,A,1,0,0.862422998,-0.148009412,50,3,1,0,0,1,0,2
F,1,A,1,0,0.914442163,-0.089441058,50,4,1,0,0,1,0,2
M,0,A,1,0,0.873374401,-0.135390948,50,4,1,0,0,1,0,2
M,0,A,1,0,0.914442163,-0.089441058,40,6,1,0,0,1,0,2
M,0,A,1,0,0.101300479,-2.289664138,0,4,1,0,0,1,0,2
M,0,A,1,0,0.446269678,-0.80683185,50,3,1,0,0,1,0,2
M,0,A,1,0,0.914442163,-0.089441058,20,6,1,0,0,1,0,2
M,0,A,1,0,0.34770705,-1.056394964,50,5,1,0,0,1,0,2
M,0,A,1,0,0.914442163,-0.089441058,30,5,1,0,0,1,0,2
M,0,A,1,0,0.303901437,-1.191051849,30,4,1,0,0,1,0,2
M,0,A,1,0,0.41889117,-0.870144129,50,4,1,0,0,1,0,2
M,0,A,1,0,0.334017796,-1.096561006,0,4,1,0,0,1,0,2
F,1,A,1,0,0.914442163,-0.089441058,50,4,1,0,0,1,0,2
M,0,A,1,0,0.501026694,-0.691095898,0,4,1,0,0,1,0,2
M,0,A,1,0,0.837782341,-0.176996949,50,4,1,0,0,1,0,2
M,0,A,1,0,0.837782341,-0.176996949,40,3,1,0,0,1,0,2
M,0,A,1,0,0.506502396,-0.680226226,30,4,1,0,0,1,0,2
M,0,A,1,0,0.837782341,-0.176996949,40,3,1,0,0,1,0,2
M,0,A,1,0,0.837782341,-0.176996949,50,4,1,0,0,1,0,2
M,0,A,1,0,0.837782341,-0.176996949,50,4,1,0,0,1,0,2
F,1,A,1,0,0.837782341,-0.176996949,50,5,1,0,0,1,0,2
M,0,A,1,0,0.837782341,-0.176996949,40,4,1,0,0,1,0,2
F,1,A,1,1,0.837782341,-0.176996949,50,3,1,0,0,1,0,2
F,1,A,1,0,0.375085558,-0.980601125,40,3,1,0,0,1,0,2
M,0,A,1,0,0.837782341,-0.176996949,50,4,1,0,0,1,0,2
M,0,A,1,0,0.585900068,-0.534606036,50,6,1,0,0,1,0,2
M,0,A,1,0,0.435318275,-0.831677848,50,4,1,0,0,1,0,2
M,0,A,1,1,0.325804244,-1.121458558,20,3,1,0,0,1,0,2
F,1,A,1,0,0.837782341,-0.176996949,40,3,1,0,0,1,0,2
M,0,A,1,0,0.6954141,-0.363247784,50,4,1,0,0,1,0,2
M,0,A,1,0,0.837782341,-0.176996949,50,5,1,0,0,1,0,2
F,1,A,1,0,0.120465435,-2.116392417,0,3,1,0,0,1,0,2
M,0,A,1,0,0.837782341,-0.176996949,50,3,1,0,0,1,0,2
F,1,A,1,0,0.780287474,-0.24809287,0,2,1,0,0,1,0,2
M,0,A,1,0,0.334017796,-1.096561006,50,4,1,0,0,1,0,2
M,0,A,1,0,0.837782341,-0.176996949,50,4,1,0,0,1,0,2
M,0,A,1,0,0.845995893,-0.167240774,50,4,1,0,0,1,0,2
M,0,A,1,0,0.651608487,-0.428311377,0,3,1,0,0,1,0,2
M,0,A,1,0,0.837782341,-0.176996949,20,3,1,0,0,1,0,2
M,0,A,1,0,0.164271047,-1.806237488,40,5,1,0,0,1,0,2
F,1,A,1,0,0.840520192,-0.173734303,0,3,1,0,0,1,0,2
M,0,A,1,0,0.334017796,-1.096561006,10,4,1,0,0,1,0,2
M,0,A,1,0,0.837782341,-0.176996949,40,5,1,0,0,1,0,2
M,0,A,1,0,0.837782341,-0.176996949,20,4,1,0,0,1,0,2
M,0,A,1,0,0.821355236,-0.196799576,50,4,1,0,0,1,0,2
M,0,A,1,0,0.082135524,-2.499384669,0,3,1,0,0,1,0,2
M,0,A,1,0,0.815879535,-0.203488564,50,3,1,0,0,1,0,2
M,0,A,1,0,0.41889117,-0.870144129,50,3,1,0,0,1,0,2
F,1,A,1,0,0.837782341,-0.176996949,40,3,1,0,0,1,0,2
M,0,A,1,0,0.194387406,-1.637902174,10,4,1,0,0,1,0,2
M,0,A,1,0,0.334017796,-1.096561006,30,6,1,0,0,1,0,2
M,0,A,1,0,0.76386037,-0.269370269,20,2,1,0,0,1,0,2
M,0,A,1,0,0.837782341,-0.176996949,30,5,1,0,0,1,0,2
M,0,A,1,0,0.375085558,-0.980601125,30,3,1,0,0,1,0,2
M,0,A,1,1,0.607802875,-0.497904669,30,4,1,0,0,1,0,2
M,0,A,1,0,0.793976728,-0.230701128,30,3,1,0,0,1,0,2
M,0,A,1,0,0.796714579,-0.227258783,50,4,1,0,0,1,0,2
M,0,A,1,1,0.837782341,-0.176996949,10,3,1,0,0,1,0,2
M,0,A,1,0,0.722792608,-0.324632947,40,5,1,0,0,1,0,2
M,0,A,1,0,0.837782341,-0.176996949,50,4,1,0,0,1,0,2
M,0,A,1,1,0.334017796,-1.096561006,10,3,1,0,0,1,0,2
F,1,A,1,0,0.837782341,-0.176996949,20,4,1,0,0,1,0,2
M,0,A,1,0,0.62696783,-0.466860047,20,5,1,0,0,1,0,2
M,0,A,1,1,0.561259411,-0.577572071,0,3,1,0,0,1,0,2
M,0,A,1,0,0.837782341,-0.176996949,40,3,1,0,0,1,0,2
M,0,A,1,0,0.334017796,-1.096561006,50,4,1,0,0,1,0,2
M,0,A,1,0,0.837782341,-0.176996949,50,4,1,0,0,1,0,2
M,0,A,1,0,0.837782341,-0.176996949,50,3,1,0,0,1,0,2
M,0,A,1,0,0.41889117,-0.870144129,40,3,1,0,0,1,0,2
M,0,A,1,0,0.251882272,-1.378793474,30,3,1,0,0,1,0,2
M,0,A,1,1,0.752908967,-0.283810953,10,3,1,0,0,1,0,2
M,0,A,1,0,0.706365503,-0.347622466,50,7,1,0,0,1,0,2
M,0,A,1,0,0.752908967,-0.283810953,50,3,1,0,0,1,0,2
F,1,A,1,0,0.251882272,-1.378793474,10,4,1,0,0,1,0,2
M,0,A,1,0,0.191649555,-1.652086809,0,4,1,0,0,1,0,2
F,1,A,1,0,0.334017796,-1.096561006,40,5,1,0,0,1,0,2
M,0,A,1,0,0.251882272,-1.378793474,30,4,1,0,0,1,0,2
M,0,A,1,0,0.752908967,-0.283810953,0,4,1,0,0,1,0,2
M,0,A,1,0,0.752908967,-0.283810953,0,4,1,0,0,1,0,2
F,1,A,1,0,0.251882272,-1.378793474,10,3,1,0,0,1,0,2
M,0,A,1,0,0.681724846,-0.383129154,0,5,0,1,0,1,1,2
M,0,A,1,0,0.752908967,-0.283810953,20,3,1,0,0,1,0,2
M,0,A,1,0,0.752908967,-0.283810953,50,5,1,0,0,1,0,2
M,0,A,1,0,0.205338809,-1.583093937,30,3,1,0,0,1,0,2
M,0,A,1,0,0.752908967,-0.283810953,50,3,1,0,0,1,0,2
F,1,A,1,0,0.752908967,-0.283810953,20,4,1,0,0,1,0,2
M,0,A,1,0,0.752908967,-0.283810953,50,3,1,0,0,1,0,2
M,0,A,1,0,0.577686516,-0.548723917,50,5,1,0,0,1,0,2
M,0,A,1,0,0.098562628,-2.317063112,0,4,1,0,0,1,0,2
M,0,A,1,0,0.914442163,-0.089441058,20,4,1,0,0,1,0,2
M,0,A,1,0,0.369609856,-0.995307272,0,5,1,0,0,1,0,2
F,1,A,1,0,0.481861739,-0.730098056,30,3,1,0,0,1,0,2
M,0,A,1,0,0.752908967,-0.283810953,50,3,1,0,0,1,0,2
M,0,A,1,0,0.251882272,-1.378793474,50,3,1,0,0,1,0,2
M,0,A,1,0,0.752908967,-0.283810953,0,5,1,0,0,1,0,2
M,0,A,1,0,0.251882272,-1.378793474,50,4,1,0,0,1,0,2
M,0,A,1,0,0.180698152,-1.710927309,50,5,1,0,0,1,0,2
M,0,A,1,0,0.752908967,-0.283810953,50,4,1,0,0,1,0,2
F,1,A,1,0,0.752908967,-0.283810953,50,3,1,0,0,1,0,2
M,0,A,1,0,0.752908967,-0.283810953,30,3,1,0,0,1,0,2
M,0,A,1,0,0.561259411,-0.577572071,30,3,1,0,0,1,0,2
M,0,A,1,0,0.377823409,-0.973328365,0,3,1,0,0,1,0,2
M,0,A,1,0,0.525667351,-0.643086679,50,4,1,0,0,1,0,2
M,0,A,1,0,0.752908967,-0.283810953,50,5,1,0,0,1,0,2
M,0,A,1,0,0.752908967,-0.283810953,50,4,1,0,0,1,0,2
M,0,A,1,1,1,0,0,3,1,0,0,1,0,2
M,0,A,1,0,0.752908967,-0.283810953,10,3,1,0,0,1,0,2
M,0,A,1,0,0.722792608,-0.324632947,50,5,1,0,0,1,0,2
M,0,A,1,0,0.585900068,-0.534606036,0,5,1,0,0,1,0,2
M,0,A,1,0,0.837782341,-0.176996949,40,3,1,0,0,1,0,2
F,1,A,1,0,0.251882272,-1.378793474,20,4,1,0,0,1,0,2
M,0,A,1,0,0.251882272,-1.378793474,0,5,1,0,0,1,0,2
M,0,A,1,0,0.700889802,-0.355404606,20,3,1,0,0,1,0,2
M,0,A,1,1,0.79945243,-0.223828248,0,3,1,0,0,1,0,2
M,0,A,1,1,0.177960301,-1.726194781,0,2,1,0,0,1,0,2
M,0,A,1,0,0.752908967,-0.283810953,40,5,1,0,0,1,0,2
M,0,A,1,0,0.736481862,-0.305870671,20,4,1,0,0,1,0,2
M,0,A,1,0,0.213552361,-1.543873224,20,4,1,0,0,1,0,2
M,0,A,1,0,0.684462697,-0.379121133,50,3,1,0,0,1,0,2
M,0,A,1,0,0.249144422,-1.389722544,50,4,1,0,0,1,0,2
M,0,A,1,0,0.396988364,-0.923848308,40,3,1,0,0,1,0,2
M,0,A,1,0,0.41889117,-0.870144129,50,4,1,0,0,1,0,2
M,0,A,1,1,0.577686516,-0.548723917,10,4,1,0,0,1,0,2
M,0,A,1,0,0.098562628,-2.317063112,0,2,1,0,0,1,0,2
M,0,A,1,0,0.670773443,-0.39932384,50,5,1,0,0,1,0,2
F,1,A,1,0,0.908966461,-0.095447082,0,4,1,0,0,1,0,2
M,0,A,1,0,0.432580424,-0.837987018,0,4,1,0,0,1,0,2
M,0,A,1,0,0.41615332,-0.87670153,10,3,1,0,0,1,0,2
F,1,A,1,1,0.10403833,-2.262995891,0,3,1,0,0,1,0,2
M,0,A,1,1,0.358658453,-1.025384727,0,4,1,0,0,1,0,2
M,0,A,1,0,0.525667351,-0.643086679,50,3,1,0,0,1,0,2
M,0,A,1,0,0.741957563,-0.29846323,10,3,1,0,0,1,0,2
F,1,A,1,0,0.670773443,-0.39932384,40,4,1,0,0,1,0,2
M,0,A,1,0,0.62696783,-0.466860047,40,5,1,0,0,1,0,2
M,0,A,1,0,0.413415469,-0.883302214,40,5,1,0,0,1,0,2
M,0,A,1,0,0.435318275,-0.831677848,0,4,1,0,0,1,0,2
F,1,A,1,0,0.268309377,-1.315614572,0,4,1,0,0,1,0,2
M,0,A,1,0,0.670773443,-0.39932384,20,4,1,0,0,1,0,2
M,0,A,1,0,0.309377139,-1.173194232,20,4,1,0,0,1,0,2
M,0,A,1,0,0.355920602,-1.0330476,0,4,1,0,0,1,0,2
M,0,A,1,0,0.27652293,-1.285461534,0,3,1,0,0,1,0,2
M,0,A,1,0,0.043805613,-3.127993328,0,3,1,0,0,1,0,2
M,0,A,1,0,0.320328542,-1.138408116,40,3,1,0,0,1,0,2
M,0,A,1,0,0.112251882,-2.187009984,30,3,1,0,0,1,0,2
M,0,A,1,1,0.90349076,-0.101489396,0,3,1,0,0,1,0,2
M,0,A,1,1,0.670773443,-0.39932384,50,4,1,0,0,1,0,2
M,0,A,1,0,0.084873374,-2.466594846,10,4,1,0,0,1,0,2
M,0,A,1,0,0.583162218,-0.539289885,0,4,1,0,0,1,0,2
M,0,A,1,0,0.585900068,-0.534606036,50,4,1,0,0,1,0,2
M,0,A,1,0,0.585900068,-0.534606036,50,4,1,0,0,1,0,2
M,0,A,1,0,0.982888433,-0.017259662,0,3,1,0,0,1,0,2
M,0,A,1,0,0.539356605,-0.617378322,0,4,1,0,0,1,0,2
M,0,A,1,0,0.837782341,-0.176996949,10,5,1,0,0,1,0,2
F,1,A,1,0,0.084873374,-2.466594846,20,3,1,0,0,1,0,2
M,0,A,1,2,0.585900068,-0.534606036,0,4,1,0,0,1,0,2
M,0,A,1,0,0.435318275,-0.831677848,30,3,1,0,0,1,0,2
M,0,A,1,0,0.377823409,-0.973328365,20,3,1,0,0,1,0,2
F,1,A,1,0,0.536618754,-0.622467391,0,3,1,0,0,1,0,2
M,0,A,1,0,0.791238878,-0.234155363,0,3,1,0,0,1,0,2
M,0,A,1,0,0.084873374,-2.466594846,30,4,1,0,0,1,0,2
M,0,A,1,0,0.199863108,-1.610122609,30,3,1,0,0,1,0,2
F,1,A,1,0,0.290212183,-1.237142957,10,4,1,0,0,1,0,2
M,0,A,1,0,0.503764545,-0.685646293,20,3,1,0,0,1,0,2
M,0,A,1,0,0.090349076,-2.404074489,40,3,1,0,0,1,0,2
M,0,A,1,0,0.372347707,-0.987927165,40,3,1,0,0,1,0,2
M,0,A,1,0,0.503764545,-0.685646293,50,3,1,0,0,1,0,2
M,0,A,1,0,0.495550993,-0.702085019,40,3,1,0,0,1,0,2
M,0,A,1,0,0.41889117,-0.870144129,30,5,1,0,0,1,0,2
M,0,A,1,0,0.511978097,-0.669473434,0,3,1,0,0,1,0,2
M,0,A,1,0,0.098562628,-2.317063112,0,4,1,0,0,1,0,2
M,0,A,1,0,0.41889117,-0.870144129,50,4,1,0,0,1,0,2
M,0,A,1,0,0.503764545,-0.685646293,40,3,1,0,0,1,0,2
F,1,A,1,0,0.470910335,-0.753087574,40,3,1,0,0,1,0,2
M,0,A,1,0,0.429842574,-0.844336245,50,3,1,0,0,1,0,2
M,0,A,1,0,0.473648186,-0.747290456,50,3,1,0,0,1,0,2
F,1,A,1,0,0.339493498,-1.080300485,50,4,1,0,0,1,0,2
F,1,A,1,0,0.999315537,-0.000684697,10,4,1,0,0,1,0,2
M,0,A,1,0,0.503764545,-0.685646293,50,4,1,0,0,1,0,2
M,0,A,1,0,0.670773443,-0.39932384,50,4,1,0,0,1,0,2
M,0,A,1,0,0.41889117,-0.870144129,40,5,1,0,0,1,0,2
M,0,A,1,0,0.41889117,-0.870144129,50,4,1,0,0,1,0,2
M,0,A,1,0,0.914442163,-0.089441058,50,5,1,0,0,1,0,2
M,0,A,1,0,0.41889117,-0.870144129,50,4,1,0,0,1,0,2
M,0,A,1,0,0.41889117,-0.870144129,40,5,1,0,0,1,0,2
M,0,A,1,1,0.227241615,-1.481741443,40,3,1,0,0,1,0,2
M,0,A,1,0,0.298425736,-1.209234168,0,2,1,0,0,1,0,2
M,0,A,1,0,0.41889117,-0.870144129,0,5,1,0,0,1,0,2
F,1,A,1,0,0.41889117,-0.870144129,40,3,1,0,0,1,0,2
M,0,A,1,0,0.41889117,-0.870144129,40,5,1,0,0,1,0,2
M,0,A,1,0,0.353182752,-1.040769646,20,4,1,0,0,1,0,2
F,1,A,1,0,0.87063655,-0.138530668,0,3,1,0,0,1,0,2
M,0,A,1,0,0.41889117,-0.870144129,40,6,1,0,0,1,0,2
M,0,A,1,1,0.468172485,-0.758918494,0,6,1,0,0,1,0,2
F,1,A,1,0,0.914442163,-0.089441058,50,4,1,0,0,1,0,2
M,0,A,1,0,0.914442163,-0.089441058,0,3,1,0,0,1,0,2
M,0,A,1,0,0.402464066,-0.910149464,50,4,1,0,0,1,0,2
M,0,A,1,0,0.298425736,-1.209234168,0,4,1,0,0,1,0,2
F,1,A,1,0,0.410677618,-0.889946757,50,5,1,0,0,1,0,2
M,0,A,1,0,0.41889117,-0.870144129,40,4,1,0,0,1,0,2
M,0,A,1,0,0.386036961,-0.95182216,20,6,1,0,0,1,0,2
M,0,A,1,0,0.350444901,-1.048551787,40,3,1,0,0,1,0,2
F,1,A,1,0,0.45174538,-0.794636577,50,4,1,0,0,1,0,2
M,0,A,1,0,0.826830938,-0.190155033,50,4,1,0,0,1,0,2
F,1,A,1,0,0.38329911,-0.958939628,50,5,1,0,0,1,0,2
M,0,A,1,0,0.413415469,-0.883302214,40,4,1,0,0,1,0,2
M,0,A,1,0,0.41889117,-0.870144129,40,4,1,0,0,1,0,2
M,0,A,1,0,0.473648186,-0.747290456,0,4,1,0,0,1,0,2
M,0,A,1,0,0.375085558,-0.980601125,40,3,1,0,0,1,0,2
M,0,A,1,0,0.413415469,-0.883302214,0,3,1,0,0,1,0,2
M,0,A,1,0,0.837782341,-0.176996949,30,3,1,0,0,1,0,2
M,0,A,1,0,0.31211499,-1.164383602,50,3,1,0,0,1,0,2
M,0,A,1,0,0.410677618,-0.889946757,10,4,1,0,0,1,0,2
M,0,A,1,0,0.41889117,-0.870144129,50,4,1,0,0,1,0,2
M,0,A,1,0,0.405201917,-0.903369777,50,4,1,0,0,1,0,2
F,1,A,1,0,0.561259411,-0.577572071,0,3,1,0,0,1,0,2
M,0,A,1,0,0.41889117,-0.870144129,30,3,1,0,0,1,0,2
M,0,A,1,1,0.509240246,-0.674835377,0,2,1,0,0,1,0,2
M,0,A,1,0,0.364134155,-1.010232922,50,5,1,0,0,1,0,2
M,0,A,1,0,0.914442163,-0.089441058,50,3,1,0,0,1,0,2
F,1,A,1,0,0.506502396,-0.680226226,0,3,1,0,0,1,0,2
M,0,A,1,0,0.427104723,-0.850726043,0,3,1,0,0,1,0,2
M,0,A,1,0,0.309377139,-1.173194232,40,3,1,0,0,1,0,2
M,0,A,1,0,0.309377139,-1.173194232,0,4,1,0,0,1,0,2
M,0,A,1,0,0.41889117,-0.870144129,40,3,1,0,0,1,0,2
M,0,A,1,0,0.334017796,-1.096561006,50,6,1,0,0,1,0,2
F,1,A,1,0,0.06844627,-2.681706226,0,4,1,0,0,1,0,2
M,0,A,1,0,0.20807666,-1.56984871,30,5,1,0,0,1,0,2
M,0,A,1,0,0.167008898,-1.789708186,50,4,1,0,0,1,0,2
M,0,A,1,0,0.334017796,-1.096561006,40,5,1,0,0,1,0,2
M,0,A,1,0,0.334017796,-1.096561006,30,3,1,0,0,1,0,2
F,1,A,1,0,0.424366872,-0.857156934,0,2,1,0,0,1,0,2
M,0,A,1,0,0.670773443,-0.39932384,40,5,1,0,0,1,0,2
M,0,A,1,0,0.402464066,-0.910149464,0,3,1,0,0,1,0,2
M,0,A,1,0,0.334017796,-1.096561006,50,4,1,0,0,1,0,2
M,0,A,1,0,0.334017796,-1.096561006,50,5,1,0,0,1,0,2
M,0,A,1,0,0.271047228,-1.3054622,30,3,1,0,0,1,0,2
M,0,A,1,1,0.470910335,-0.753087574,30,3,1,0,0,1,0,2
M,0,A,1,0,0.334017796,-1.096561006,40,3,1,0,0,1,0,2
M,0,A,1,0,0.156057495,-1.857530783,50,4,1,0,0,1,0,2
F,1,A,1,0,0.062970568,-2.765087835,0,4,1,0,0,1,0,2
M,0,A,1,1,0.980150582,-0.020049064,0,3,1,0,0,1,0,2
M,0,A,1,0,0.837782341,-0.176996949,20,3,1,0,0,1,0,2
M,0,A,1,0,0.334017796,-1.096561006,40,6,1,0,0,1,0,2
M,0,A,1,0,0.101300479,-2.289664138,0,5,1,0,0,1,0,2
M,0,A,1,0,0.334017796,-1.096561006,40,3,1,0,0,1,0,2
M,0,A,1,0,0.334017796,-1.096561006,50,4,1,0,0,1,0,2
M,0,A,1,0,0.334017796,-1.096561006,10,3,1,0,0,1,0,2
M,0,A,1,0,0.837782341,-0.176996949,50,4,1,0,0,1,0,2
M,0,A,1,0,0.334017796,-1.096561006,10,3,1,0,0,1,0,2
M,0,A,1,0,0.334017796,-1.096561006,40,5,1,0,0,1,0,2
F,1,A,1,0,0.895277207,-0.11062188,20,3,0,1,0,1,1,2
F,1,A,1,0,0.818617385,-0.200138477,0,5,1,0,0,1,0,2
M,0,A,1,0,0.503764545,-0.685646293,10,5,1,0,0,1,0,2
M,0,A,1,0,0.194387406,-1.637902174,20,3,1,0,0,1,0,2
F,1,A,1,0,0.826830938,-0.190155033,20,3,1,0,0,1,0,2
M,0,A,1,0,0.334017796,-1.096561006,50,4,1,0,0,1,0,2
M,0,A,1,0,0.251882272,-1.378793474,50,4,1,0,0,1,0,2
M,0,A,1,0,0.251882272,-1.378793474,20,3,1,0,0,1,0,2
M,0,A,1,0,0.804928131,-0.217002283,50,3,1,0,0,1,0,2
M,0,A,1,0,0.334017796,-1.096561006,50,4,1,0,0,1,0,2
M,0,A,1,0,0.251882272,-1.378793474,50,3,1,0,0,1,0,2
M,0,A,1,0,0.334017796,-1.096561006,50,5,1,0,0,1,0,2
M,0,A,1,0,0.752908967,-0.283810953,50,5,1,0,0,1,0,2
M,0,A,1,0,0.468172485,-0.758918494,50,4,1,0,0,1,0,2
F,1,A,1,1,0.947296372,-0.054143276,0,3,1,0,0,1,0,2
M,0,A,1,0,0.251882272,-1.378793474,20,2,1,0,0,1,0,2
M,0,A,1,0,0.605065024,-0.502419349,50,3,1,0,0,1,0,2
M,0,A,1,0,0.240930869,-1.423245236,50,4,1,0,0,1,0,2
M,0,A,1,0,0.331279945,-1.104791505,0,3,1,0,0,1,0,2
M,0,A,1,0,0.334017796,-1.096561006,10,3,1,0,0,1,0,2
M,0,A,1,0,0.83504449,-0.180270274,0,4,1,0,0,1,0,2
M,0,A,1,0,0.752908967,-0.283810953,10,3,1,0,0,1,0,2
M,0,A,1,0,0.251882272,-1.378793474,30,4,1,0,0,1,0,2
F,1,A,1,0,0.793976728,-0.230701128,30,3,1,0,0,1,0,2
M,0,A,1,0,0.251882272,-1.378793474,50,4,1,0,0,1,0,2
M,0,A,1,0,0.793976728,-0.230701128,0,3,1,0,0,1,0,2
M,0,A,1,0,0.334017796,-1.096561006,40,4,1,0,0,1,0,2
M,0,A,1,0,0.613278576,-0.488935999,0,3,1,0,0,1,0,2
M,0,A,1,0,0.914442163,-0.089441058,30,6,1,0,0,1,0,2
M,0,A,1,0,0.583162218,-0.539289885,50,3,1,0,0,1,0,2
M,0,A,1,0,0.251882272,-1.378793474,40,5,1,0,0,1,0,2
M,0,A,1,1,0.251882272,-1.378793474,40,6,1,0,0,1,0,2
M,0,A,1,0,0.251882272,-1.378793474,50,5,1,0,0,1,0,2
M,0,A,1,0,0.167008898,-1.789708186,30,4,1,0,0,1,0,2
M,0,A,1,0,0.284736482,-1.256191151,0,3,1,0,0,1,0,2
M,0,A,1,0,0.167008898,-1.789708186,50,6,1,0,0,1,0,2
M,0,A,1,1,0.722792608,-0.324632947,0,3,1,0,0,1,0,2
M,0,A,1,0,0.167008898,-1.789708186,50,5,1,0,0,1,0,2
M,0,A,1,0,0.167008898,-1.789708186,50,4,1,0,0,1,0,2
M,0,A,1,0,0.167008898,-1.789708186,50,3,1,0,0,1,0,2
M,0,A,1,0,0.585900068,-0.534606036,40,4,1,0,0,1,0,2
M,0,A,1,0,0.328542095,-1.113090308,30,4,1,0,0,1,0,2
M,0,A,1,0,0.164271047,-1.806237488,50,4,1,0,0,1,0,2
M,0,A,1,0,0.610540726,-0.493410279,20,3,1,0,0,1,0,2
F,1,A,1,0,0.722792608,-0.324632947,50,4,1,0,0,1,0,2
F,1,A,1,0,0.109514032,-2.211702597,0,3,1,0,0,1,0,2
